client_name,note,created,products
Vitoria,"sem salada, sem macarrão",2024-01-10,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1)"
Marciela,Otimo e abençoado dia ♡,2024-01-10,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Salada verde (x1)"
gabriel,,2024-01-10,"Bife acebolado (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,sem macarrão,2024-01-09,"Picadinho de carne (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1), Salada verde (x1)"
Marciela,Otimo dia!! Se possível me.mande um limão!! Agradecida ,2024-01-09,"Picadinho de carne (x1), Arroz branco (x1), Salada verde (x1)"
Duda,sem farofa por favor.,2024-01-09,"Porco ao molho (x1), Arroz branco (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-01-09,"Picadinho de carne (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2024-01-09,"Frango ao molho (x1), Arroz branco (x1), Feijão preto (x1), Salada verde (x1)"
Fernanda,,2024-01-09,"Picadinho de carne (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
nathanaelbryan,"Por favor, caprichar na salada!",2024-01-09,"Porco ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1), Salada verde (x1)"
gabriel,,2024-01-09,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2024-01-08,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,"Sem farofa, por favor. ",2024-01-08,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótima semana!! 🧡🙏,2024-01-08,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2024-01-08,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Vitoria,sem feijão,2024-01-08,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,,2024-01-08,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
Eric,,2024-01-08,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2024-01-05,"Churrasco misto (x1), Baião (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,sem feijão,2024-01-05,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Otimo dia 🙏✨️,2024-01-05,"Churrasco misto (x1), Baião (x1), Salada verde (x1)"
Andreiver,Sem vinagrete,2024-01-05,Churrasco misto (x1)
gabriel,,2024-01-05,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2024-01-05,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,,2024-01-05,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
dariobcalcada,"Um ano novo extraordinário!
Somente Feijoada, Arroz (pouco) e farofa por favor.
Muita LUZ!",2024-01-04,"Feijoada (x1), Arroz branco (x1), Farofa (x1)"
nathanaelbryan,"Se possível, favor caprichar na salada verde",2024-01-04,"Porco assado na panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada de maionese (x1), Salada verde (x1)"
Eric,,2024-01-04,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,"sem feijão, sem salada de maionese",2024-01-04,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Duda,"Bom dia. Se puder, colocar um pouco de feijoada ao invés do feijão, por favorzinhooo. obrigadaaa",2024-01-04,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Marciela,Otimo dia 🙏,2024-01-04,"Porco assado na panela (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1), Salada verde (x1)"
Fernanda,,2024-01-04,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
Andreiver,,2024-01-04,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1), Salada verde (x1)"
gabriel,,2024-01-04,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Duda,,2024-01-03,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,"Feliz 2024, muita luz e prosperidade!! Seria possível enviar a farofa no saquinho? Grata!!",2024-01-03,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2024-01-03,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Eric,,2024-01-03,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2024-01-03,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Fernanda,,2024-01-03,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
gabriel,,2024-01-03,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-12-28,"Cozidão (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-12-28,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
igor,,2023-12-28,"Porco assado na panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,,2023-12-28,"Porco assado na panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Eric,,2023-12-28,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
dariobcalcada,"Favor não colocar arroz.
Um dia maravilhoso a você!
Muita LUZ!",2023-12-28,"Cozidão (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Vitoria,sem feijão,2023-12-28,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-12-28,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Vitoria,sem feijão,2023-12-27,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-12-27,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
danilo,,2023-12-27,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-12-27,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
gabriel,,2023-12-27,"Cozidão (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
AmandaSouza,,2023-12-27,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-12-27,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,"Por favor, caprichar na salada.",2023-12-27,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
igor,,2023-12-26,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1)"
nathanaelbryan,"Por favor, se possível, caprichar na salada",2023-12-26,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Andreiver,,2023-12-26,"Frango ao molho (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Duda,,2023-12-26,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,Sem feijão,2023-12-26,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,,2023-12-26,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
dariobcalcada,"Por favor, não colocar arroz.
Feliz Natal!
Muita LUZ!",2023-12-26,"Bife ao molho (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Eric,,2023-12-26,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-12-26,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
AmandaSouza,,2023-12-26,"Frango ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-12-22,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Vinagrete (x1)"
Eric,,2023-12-22,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1), Vinagrete (x1)"
Andreiver,Sem vinagrete,2023-12-22,Churrasco misto (x1)
gabriel,,2023-12-22,"Churrasco misto (x1), Completo (x1)"
Marciela, Deus abençoe a sua sexta 🙏✨️,2023-12-22,"Churrasco misto (x1), Baião (x1), Completo (x1)"
Duda,,2023-12-21,"Frango assado no forno (x1), Porco ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Purê (x1), Salada verde (x1)"
dariobcalcada,"Peço a gentileza de não colocar arroz. 
Muita LUZ!",2023-12-21,"Porco ao molho (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Purê (x1)"
Fernanda,,2023-12-21,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
Marciela,Otimo e abençoado dia 😊 Seria possível enviar um limão? De já agradeço!!,2023-12-21,"Porco ao molho (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-12-21,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,"sem feijão, sem purê",2023-12-21,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-12-21,"Bife ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Purê (x1), Salada verde (x1)"
Duda,,2023-12-20,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Eric,,2023-12-20,"Lasanha de carne (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Marciela,Ótima quarta✨️🙏,2023-12-20,"Assado de Panela (x1), Arroz branco (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
gabriel,,2023-12-20,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Andreiver,,2023-12-20,"Lasanha de carne (x1), Arroz branco (x1), Salada verde (x1)"
gabriel,,2023-12-19,"Bife acebolado (x1), Baião (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótimo dia 🙏😊,2023-12-19,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Salada verde (x1)"
Eric,,2023-12-19,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-12-19,"Frango assado no forno (x1), Baião (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-12-19,"Frango assado no forno (x1), Arroz branco (x1), Feijão preto (x1), Salada verde (x1)"
dariobcalcada,"Farofa
Feijão preto
Macarrão
Bife acebolado

Muita Luz!",2023-12-19,"Bife acebolado (x1), Farofa (x1), Feijão preto (x1), Macarrão (x1)"
Duda,,2023-12-18,"Galinha ao molho (x1), Baião (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Uma semana abençoada e produtiva!!,2023-12-18,"Carne de sol acebolada (x1), Arroz branco (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,sem feijão,2023-12-18,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,Pouca cebola na carne de sol,2023-12-18,"Carne de sol acebolada (x1), Arroz branco (x1), Feijão preto (x1), Salada verde (x1)"
gabriel,,2023-12-18,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1)"
Eric,,2023-12-18,"Carne de sol acebolada (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Otimo e abençoado dia 🌻,2023-12-14,Churrasco misto (x1)
Eric,Salada Verde,2023-12-14,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Vinagrete (x1)"
nathanaelbryan,"Por favor, se possível, caprichar na salada",2023-12-14,"Churrasco misto (x1), Farofa (x1), Feijão preto (x1), Maria Isabel (x1), Salada de maionese (x1), Vinagrete (x1)"
Andreiver,Sem vinagrete,2023-12-14,Churrasco misto (x1)
gabriel,Sem vinagrete,2023-12-14,"Churrasco misto (x1), Farofa (x1), Macarrão (x1), Maria Isabel (x1), Salada de maionese (x1)"
Vitoria,Retirar salada de maionese,2023-12-14,Churrasco misto (x1)
Eric,,2023-12-13,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,"Por favor, mais salada e menos arroz!",2023-12-13,"Porco assado na panela (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Duda,,2023-12-13,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-12-13,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Vitoria,,2023-12-13,"Peixe Frito (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótima quarta ,2023-12-13,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
gabriel,,2023-12-13,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
dariobcalcada,"Maria Isabel, Farofa, Salada e Macarrão apenas por favor!

Muita LUZ!",2023-12-12,"Cozidão (x1), Farofa (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
Duda,,2023-12-12,"Bife ao molho (x1), Feijão (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
Marciela,,2023-12-12,"Bife ao molho (x1), Maria Isabel (x1), Salada verde (x1)"
gabriel,,2023-12-12,"Bife ao molho (x1), Farofa (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
Eric,,2023-12-12,"Lasanha (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Vitoria,"Sem feijão, sem macarrão, sem maria isabel",2023-12-12,"Lasanha (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
Marciela,"Ótima semana!! 😻 Favor não colocar feijão, macarrão e nem farofa!!",2023-12-11,"Galinha ao molho (x1), Arroz branco (x1), Salada verde (x1)"
Vitoria,sem feijão,2023-12-11,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-12-11,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
gabriel,,2023-12-11,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,"Por favor, mais salada e menos arroz :D",2023-12-11,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Eric,,2023-12-11,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-12-11,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-12-08,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-12-08,"Frango assado no forno (x1), Baião (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-12-08,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-12-08,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-12-08,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
igor,,2023-12-07,"Bife ao molho (x1), Porco assado na panela (x1), Arroz branco (x1), Baião (x1), Farofa (x1)"
dariobcalcada,Muita LUZ!,2023-12-07,"Churrasco misto (x1), Baião (x1), Farofa (x1)"
Eric,,2023-12-07,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-12-07,"Porco assado na panela (x1), Feijão (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
Vitoria,"sem feijão, sem maria izabel",2023-12-07,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,Sem vinagrete,2023-12-07,Churrasco misto (x1)
Marciela,Otimo dia 🌻🤗,2023-12-07,"Churrasco misto (x1), Macarrão (x1), Maria Isabel (x1), Salada verde (x1)"
gabriel,"Colocar pouco molho, obrigado!",2023-12-07,"Bife ao molho (x1), Farofa (x1), Macarrão (x1), Maria Isabel (x1)"
Vitoria,Sem feijão,2023-12-06,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-12-06,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-12-06,"Galinha ao molho (x1), Baião (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótimo dia!!,2023-12-06,"Galinha ao molho (x1), Baião (x1), Macarrão (x1), Salada verde (x1)"
gabriel,"Diminuir o arroz e aumentar a quantidade de macarrão, Obrigado!",2023-12-06,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1)"
Andreiver,Sem vinagrete,2023-12-06,Churrasco misto (x1)
Andreiver,,2023-12-05,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Marciela,Otimo dia 🤗,2023-12-05,"Porco assado na panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-12-05,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-12-05,"Porco assado na panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
igor,,2023-12-05,"Assado de Panela (x1), Bife acebolado (x1), Arroz branco (x1), Farofa (x1), Feijão (x1)"
gabriel,Favor colocar pouco molho.,2023-12-05,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1)"
Vitoria,Sem feijão,2023-12-05,"Porco assado na panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Duda,"Por favor, colocar um pouco de caldo. ",2023-12-04,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-12-04,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótima e abençoada semana 🙏,2023-12-04,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
gabriel,"Diminuir a quantidade de arroz e aumentar o macarrão, obrigado!",2023-12-04,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1)"
Andreiver,,2023-12-04,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Marciela,Ótima sexta feira 🙏,2023-12-01,"Galinha ao molho (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-12-01,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
gabriel,Diminuir arroz e colocar mais macarrão.,2023-12-01,"Galinha ao molho (x1), Arroz branco (x1), Macarrão (x1)"
Eric,,2023-12-01,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,Sem vinagrete,2023-11-30,Churrasco misto (x1)
danilo,Churrasco com frango e carne somente. Eu quero com arroz branco e feijão separado ao invés do baião. Obg! Tenha um ótimo dia!,2023-11-30,"Churrasco misto (x1), Completo (x1)"
Sadja,,2023-11-30,"Churrasco misto (x1), Completo (x1)"
Marciela,Ótimo  dia 🫶🙏 Deus nos abençoe sempre 😘 Obrigado pelo limão de ontem 😊,2023-11-30,"Churrasco misto (x1), Completo (x1), Salada verde (x1)"
Eric,,2023-11-30,"Panquecas de frango (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-11-30,"Churrasco misto (x1), Completo (x1)"
Duda,,2023-11-30,"Churrasco misto (x1), Baião (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-11-29,"Lasanha de calabresa (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-11-29,"Lasanha de calabresa (x1), Arroz branco (x1), Salada verde (x1)"
gabriel,,2023-11-29,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-11-29,"Porco assado na panela (x1), Baião (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Otimo dia ✨️🧿🙏 Se for possivel enviar um limão eu agradeceria 😍,2023-11-29,"Frango frito (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
danilo,,2023-11-28,"Cozidão (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Bom dia 🌼🙏,2023-11-28,"Galinha ao molho (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
gabriel,Diminuir o arroz e colocar mais macarrão e salada,2023-11-28,"Cozidão (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-11-28,"Galinha ao molho (x1), Arroz branco (x1), Feijão preto (x1), Salada verde (x1)"
Fernanda,,2023-11-28,"Cozidão (x1), Arroz branco (x1), Salada verde (x1)"
Eric,,2023-11-28,"Cozidão (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-11-28,"Galinha ao molho (x1), Arroz branco (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Sadja,,2023-11-28,"Cozidão (x1), Arroz branco (x1), Farofa (x1), Feijão preto (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-11-27,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
danilo,,2023-11-27,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1)"
Marciela,Ótimo dia! Feliz semana 🌼🙏,2023-11-27,"Frango assado no forno (x1), Baião (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Andreiver,,2023-11-27,"Frango assado no forno (x1), Baião (x1), Salada de maionese (x1), Salada verde (x1)"
Duda,,2023-11-27,"Frango assado no forno (x1), Baião (x1), Macarrão (x1), Salada de maionese (x1)"
gabriel,Diminuir arroz e colocar mais macarrão.,2023-11-27,"Frango assado no forno (x1), Baião (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Eric,,2023-11-24,"Churrasco misto (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1), Vinagrete (x1)"
Marciela,ótima e abençoada sexta,2023-11-24,"Churrasco misto (x1), Completo (x1)"
Andreiver,Sem vinagrete,2023-11-24,Churrasco misto (x1)
gabriel,,2023-11-24,"Churrasco misto (x1), Completo (x1)"
gabriel,,2023-11-23,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótimo dia!!,2023-11-23,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-11-23,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Eric,,2023-11-23,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-11-20,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-11-20,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Uma semana abençoada e produtiva!! Bom dia,2023-11-20,"Galinha ao molho (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-11-20,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,Pouca cebola na carne de sol,2023-11-20,"Carne de sol acebolada (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Sadja,Colocar em nome da Socorro ,2023-11-20,"Carne de sol acebolada (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
Sadja,,2023-11-20,"Carne de sol acebolada (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Salada verde (x1)"
danilo,,2023-11-20,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-11-17,"Lasanha (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1), Vinagrete (x1)"
Marciela,Feliz Sexta!!,2023-11-17,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1), Vinagrete (x1)"
Vitoria,"Sem feijão, sem purê",2023-11-17,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1), Vinagrete (x1)"
gabriel,,2023-11-17,"Churrasco misto (x1), Completo (x1)"
Eric,,2023-11-17,"Churrasco misto (x1), Completo (x1)"
Andreiver,sem vinagrete,2023-11-17,"Churrasco misto (x1), Completo (x1)"
gabriel,,2023-11-16,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
danilo,,2023-11-16,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
ArcoLua,,2023-11-16,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
Duda,,2023-11-16,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
marcos,,2023-11-16,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Leo,,2023-11-16,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1)"
matheus_tech_,,2023-11-16,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1)"
